Temperature,Humidity,CO2,Occupancy,minute,hour,day
20.39,30.32333,728.67,0,43,20,16
20.39,30.29,724.33,0,44,20,16
20.39,30.29,719.0,0,44,20,16
20.39,30.29,721.5,0,45,20,16
20.39,30.29,722.5,0,47,20,16
20.39,30.29,726.67,0,48,20,16
20.39,30.29,724.0,0,49,20,16
20.29,30.34,719.5,0,50,20,16
20.36,30.35667,725.0,0,51,20,16
20.39,30.29,729.0,0,51,20,16
20.39,30.29,728.67,0,53,20,16
20.39,30.29,732.0,0,54,20,16
20.39,30.29,729.5,0,55,20,16
20.39,30.23,724.67,0,55,20,16
20.39,30.2,726.0,0,57,20,16
20.39,30.2,725.5,0,57,20,16
20.39,30.2,718.67,0,58,20,16
20.39,30.2,717.5,0,0,21,16
20.39,30.2,721.0,0,1,21,16
20.39,30.2,727.0,0,2,21,16
20.39,30.2,727.0,0,3,21,16
20.39,30.2,722.0,0,4,21,16
20.39,30.2,727.0,0,4,21,16
20.43,30.16667,724.67,0,6,21,16
20.39,30.15,726.0,0,7,21,16
20.39,30.16667,730.33,0,8,21,16
20.39,30.2,717.0,0,8,21,16
20.39,30.2,723.75,0,10,21,16
20.39,30.2,723.5,0,10,21,16
20.39,30.2,723.0,0,11,21,16
20.39,30.2,726.0,0,13,21,16
20.39,30.2,726.0,0,14,21,16
20.39,30.2,724.0,0,15,21,16
20.39,30.2,720.0,0,16,21,16
20.34,30.2,720.0,0,16,21,16
20.39,30.2,726.5,0,17,21,16
20.39,30.2,733.0,0,19,21,16
20.39,30.2,720.5,0,20,21,16
20.39,30.2,720.67,0,21,21,16
20.39,30.2,722.33,0,22,21,16
20.39,30.2,724.67,0,23,21,16
20.39,30.2,719.0,0,23,21,16
20.39,30.2,715.5,0,24,21,16
20.39,30.15,721.0,0,26,21,16
20.39,30.1,725.5,0,27,21,16
20.39,30.1,724.0,0,28,21,16
20.39,30.1,721.0,0,29,21,16
20.39,30.1,724.0,0,29,21,16
20.34,30.2,718.0,0,30,21,16
20.39,30.2,723.0,0,32,21,16
20.39,30.15,721.5,0,33,21,16
20.39,30.1,727.0,0,34,21,16
20.39,30.1,727.0,0,35,21,16
20.39,30.13333,725.67,0,36,21,16
20.34,30.2,724.0,0,36,21,16
20.29,30.2,723.0,0,38,21,16
20.34,30.2,720.0,0,39,21,16
20.34,30.2,714.5,0,40,21,16
20.29,30.2,719.67,0,40,21,16
20.29,30.2,728.0,0,42,21,16
20.32,30.2,721.0,0,42,21,16
20.34,30.2,719.33,0,43,21,16
20.29,30.2,720.0,0,45,21,16
20.34,30.2,719.5,0,46,21,16
20.34,30.2,718.5,0,47,21,16
20.32,30.2,726.67,0,48,21,16
20.29,30.2,728.5,0,49,21,16
20.34,30.2,729.5,0,49,21,16
20.39,30.2,728.0,0,51,21,16
20.36,30.13333,726.0,0,52,21,16
20.39,30.1,718.5,0,53,21,16
20.39,30.1,720.33,0,53,21,16
20.39,30.1,721.33,0,55,21,16
20.39,30.05,719.5,0,55,21,16
20.43,30.03333,713.33,0,56,21,16
20.5,30.1,713.0,0,58,21,16
20.39,30.0,713.0,0,59,21,16
20.39,30.0,716.0,0,0,22,16
20.39,30.0,712.33,0,1,22,16
20.39,30.0,707.0,0,1,22,16
20.39,30.0,709.0,0,2,22,16
20.39,30.0,713.5,0,4,22,16
20.39,30.0,716.5,0,5,22,16
20.39,30.0,722.5,0,6,22,16
20.39,30.0,714.0,0,7,22,16
20.39,30.0,714.5,0,8,22,16
20.39,30.05,710.0,0,8,22,16
20.39,30.1,714.5,0,9,22,16
20.34,30.1,713.0,0,11,22,16
20.29,30.2,712.0,0,12,22,16
20.39,30.15,711.0,0,13,22,16
20.34,30.15,714.5,0,14,22,16
20.29,30.2,715.0,0,14,22,16
20.29,30.2,715.5,0,15,22,16
20.29,30.245,712.5,0,17,22,16
20.23,30.23,717.33,0,18,22,16
20.24,30.245,719.5,0,19,22,16
20.29,30.29,722.0,0,20,22,16
20.34,30.2,728.0,0,21,22,16
20.29,30.2,720.0,0,21,22,16
20.29,30.2,718.5,0,23,22,16
20.29,30.2,718.67,0,24,22,16
20.29,30.2,721.0,0,25,22,16
20.29,30.2,718.5,0,25,22,16
20.29,30.23,717.67,0,27,22,16
20.29,30.29,709.67,0,27,22,16
20.24,30.245,712.5,0,28,22,16
20.29,30.29,719.0,0,30,22,16
20.24,30.29,714.5,0,31,22,16
20.23,30.32333,706.33,0,32,22,16
20.23,30.32333,708.33,0,33,22,16
20.24,30.29,709.5,0,34,22,16
20.27,30.365,707.0,0,34,22,16
20.29,30.39,715.0,0,36,22,16
20.24,30.34,715.5,0,37,22,16
20.29,30.29,716.0,0,38,22,16
20.26,30.35667,713.67,0,38,22,16
20.29,30.34,711.5,0,40,22,16
20.29,30.29,712.0,0,40,22,16
20.29,30.29,716.0,0,41,22,16
20.29,30.29,714.5,0,43,22,16
20.39,30.29,717.0,0,44,22,16
20.39,30.2,714.5,0,45,22,16
20.34,30.2,715.0,0,46,22,16
20.34,30.245,722.0,0,46,22,16
20.39,30.2,723.0,0,47,22,16
20.39,30.2,716.0,0,49,22,16
20.39,30.2,713.0,0,50,22,16
20.39,30.2,712.0,0,51,22,16
20.39,30.2,715.5,0,52,22,16
20.39,30.16667,718.0,0,53,22,16
20.39,30.15,716.0,0,53,22,16
20.44,30.15,721.5,0,54,22,16
20.39,30.1,721.5,0,56,22,16
20.39,30.16667,721.0,0,57,22,16
20.39,30.2,720.0,0,58,22,16
20.39,30.2,715.33,0,59,22,16
20.34,30.2,710.5,0,59,22,16
20.32,30.29,712.0,0,0,23,16
20.29,30.29,712.0,0,2,23,16
20.29,30.29,716.0,0,3,23,16
20.29,30.39,716.0,0,4,23,16
20.24,30.34,716.5,0,5,23,16
20.2,30.39,718.0,0,6,23,16
20.29,30.5,714.0,0,6,23,16
20.2,30.39,716.33,0,8,23,16
20.2,30.39,713.0,0,9,23,16
20.2,30.5,716.5,0,10,23,16
20.2,30.5,713.33,0,10,23,16
20.2,30.5,711.25,0,12,23,16
20.17,30.5,712.0,0,12,23,16
20.2,30.6,719.67,0,13,23,16
20.2,30.6,718.0,0,15,23,16
20.2,30.6,714.33,0,16,23,16
20.2,30.55,716.5,0,17,23,16
20.2,30.6,712.0,0,18,23,16
20.2,30.5,711.0,0,19,23,16
20.2,30.5,712.5,0,19,23,16
20.2,30.55,710.0,0,21,23,16
20.2,30.6,705.5,0,22,23,16
20.2,30.6,715.0,0,23,23,16
20.1,30.6,715.5,0,23,23,16
20.2,30.6,711.67,0,25,23,16
20.2,30.6,717.0,0,25,23,16
20.2,30.6,717.0,0,26,23,16
20.2,30.5,721.5,0,28,23,16
20.15,30.55,708.0,0,29,23,16
20.1,30.6,716.0,0,30,23,16
20.17,30.6,710.0,0,31,23,16
20.13,30.6,710.0,0,31,23,16
20.15,30.6,711.0,0,32,23,16
20.15,30.6,716.0,0,34,23,16
20.2,30.6,711.25,0,35,23,16
20.2,30.6,717.0,0,36,23,16
20.2,30.6,714.0,0,37,23,16
20.2,30.6,714.5,0,38,23,16
20.2,30.6,708.5,0,38,23,16
20.2,30.6,709.5,0,39,23,16
20.2,30.55,714.0,0,41,23,16
20.2,30.55,711.5,0,42,23,16
20.2,30.6,714.5,0,43,23,16
20.15,30.6,713.0,0,44,23,16
20.17,30.6,717.0,0,44,23,16
20.2,30.5,717.0,0,45,23,16
20.2,30.6,713.5,0,47,23,16
20.2,30.5,713.0,0,48,23,16
20.13,30.5,717.33,0,49,23,16
20.2,30.5,716.0,0,50,23,16
20.2,30.5,711.33,0,51,23,16
20.2,30.5,718.0,0,51,23,16
20.24,30.55,714.5,0,53,23,16
20.2,30.39,710.5,0,54,23,16
20.24,30.445,717.0,0,55,23,16
20.24,30.445,709.0,0,55,23,16
20.2,30.39,714.5,0,57,23,16
20.2,30.39,715.33,0,57,23,16
20.2,30.39,718.0,0,58,23,16
20.2,30.39,714.0,0,0,0,17
20.15,30.445,714.0,0,1,0,17
20.1,30.5,708.5,0,2,0,17
20.1,30.55,708.0,0,3,0,17
20.1,30.6,710.33,0,4,0,17
20.1,30.6,720.0,0,4,0,17
20.1,30.6,711.5,0,6,0,17
20.1,30.6,712.5,0,7,0,17
20.1,30.53333,713.33,0,8,0,17
20.15,30.5,713.0,0,8,0,17
20.1,30.5,713.0,0,10,0,17
20.2,30.5,720.0,0,10,0,17
20.2,30.5,714.5,0,11,0,17
20.2,30.5,714.5,0,13,0,17
20.2,30.445,713.0,0,14,0,17
20.2,30.39,711.0,0,15,0,17
20.2,30.39,715.0,0,16,0,17
20.2,30.39,717.0,0,16,0,17
20.2,30.39,715.0,0,17,0,17
20.2,30.39,718.33,0,19,0,17
20.2,30.39,720.0,0,20,0,17
20.2,30.39,717.5,0,21,0,17
20.2,30.39,714.0,0,22,0,17
20.2,30.39,720.0,0,23,0,17
20.2,30.34,713.5,0,23,0,17
20.2,30.39,714.67,0,24,0,17
20.2,30.39,719.5,0,26,0,17
20.2,30.39,717.5,0,27,0,17
20.2,30.39,722.0,0,28,0,17
20.2,30.39,718.5,0,29,0,17
20.2,30.34,717.0,0,29,0,17
20.2,30.39,715.67,0,30,0,17
20.2,30.39,711.0,0,32,0,17
20.17,30.39,711.67,0,33,0,17
20.2,30.39,714.5,0,34,0,17
20.2,30.39,719.5,0,35,0,17
20.2,30.39,711.0,0,36,0,17
20.2,30.39,710.0,0,36,0,17
20.2,30.39,711.5,0,38,0,17
20.2,30.34,714.0,0,39,0,17
20.17,30.35667,712.67,0,40,0,17
20.2,30.39,715.0,0,40,0,17
20.2,30.365,713.75,0,42,0,17
20.2,30.29,718.0,0,42,0,17
20.2,30.29,714.0,0,43,0,17
20.29,30.39,710.0,0,45,0,17
20.2,30.29,706.0,0,46,0,17
20.2,30.29,713.33,0,47,0,17
20.2,30.29,715.5,0,48,0,17
20.2,30.29,713.0,0,49,0,17
20.2,30.29,714.0,0,49,0,17
20.2,30.29,717.0,0,51,0,17
20.1,30.29,727.0,0,52,0,17
20.1,30.29,714.0,0,53,0,17
20.1,30.34,711.5,0,53,0,17
20.1,30.29,717.33,0,55,0,17
20.1,30.29,715.0,0,55,0,17
20.12,30.365,710.5,0,56,0,17
20.13,30.35667,715.67,0,58,0,17
20.1,30.29,714.0,0,59,0,17
20.1,30.29,713.0,0,0,1,17
20.1,30.29,713.0,0,1,1,17
20.1,30.29,716.0,0,1,1,17
20.1,30.29,709.5,0,2,1,17
20.05,30.29,706.5,0,4,1,17
20.0,30.29,708.0,0,5,1,17
20.0,30.29,709.0,0,6,1,17
20.0,30.29,706.0,0,7,1,17
20.0,30.39,714.5,0,8,1,17
20.0,30.39,715.0,0,8,1,17
20.0,30.35667,711.33,0,9,1,17
20.05,30.34,710.0,0,11,1,17
20.03,30.32333,721.0,0,12,1,17
20.0,30.29,723.0,0,13,1,17
20.0,30.29,711.0,0,14,1,17
20.0,30.29,713.0,0,14,1,17
20.0,30.29,712.0,0,15,1,17
20.0,30.29,712.75,0,17,1,17
20.0,30.34,710.5,0,18,1,17
20.0,30.29,709.0,0,19,1,17
20.0,30.29,711.0,0,20,1,17
20.0,30.29,707.5,0,21,1,17
20.0,30.29,708.0,0,21,1,17
20.0,30.29,714.0,0,23,1,17
20.0,30.34,715.0,0,24,1,17
20.0,30.39,719.67,0,25,1,17
20.0,30.29,719.0,0,25,1,17
20.0,30.39,718.0,0,27,1,17
20.0,30.29,713.5,0,27,1,17
20.0,30.29,709.0,0,28,1,17
20.0,30.29,711.0,0,30,1,17
20.0,30.29,710.0,0,31,1,17
20.0,30.29,713.33,0,32,1,17
20.0,30.29,714.0,0,33,1,17
20.05,30.34,714.5,0,34,1,17
20.0,30.2,711.0,0,34,1,17
20.0,30.29,711.0,0,36,1,17
20.0,30.2,712.0,0,37,1,17
20.0,30.23,715.5,0,38,1,17
20.0,30.29,715.33,0,38,1,17
20.0,30.29,714.0,0,40,1,17
20.0,30.29,713.5,0,40,1,17
20.1,30.29,725.0,0,41,1,17
20.1,30.29,728.0,0,43,1,17
20.0,30.2,725.0,0,44,1,17
20.0,30.2,722.33,0,45,1,17
20.1,30.29,718.0,0,46,1,17
20.05,30.245,722.0,0,46,1,17
20.0,30.2,721.0,0,47,1,17
20.0,30.2,723.5,0,49,1,17
20.0,30.2,724.0,0,50,1,17
20.0,30.2,711.33,0,51,1,17
20.0,30.245,710.0,0,52,1,17
20.0,30.26,711.33,0,53,1,17
20.0,30.245,715.0,0,53,1,17
20.0,30.29,716.5,0,54,1,17
20.0,30.245,716.5,0,56,1,17
20.0,30.29,718.0,0,57,1,17
20.0,30.29,715.0,0,58,1,17
20.0,30.29,715.0,0,59,1,17
20.0,30.29,711.5,0,59,1,17
20.0,30.29,715.67,0,0,2,17
20.0,30.29,720.0,0,2,2,17
20.0,30.29,719.0,0,3,2,17
20.0,30.29,720.5,0,4,2,17
20.0,30.29,725.0,0,5,2,17
20.0,30.29,722.5,0,6,2,17
20.0,30.29,716.5,0,6,2,17
20.0,30.26,716.0,0,8,2,17
19.94,30.29,718.5,0,9,2,17
20.0,30.29,718.0,0,10,2,17
20.0,30.29,715.0,0,10,2,17
20.0,30.29,715.25,0,12,2,17
19.89,30.29,718.0,0,12,2,17
19.89,30.34,718.0,0,13,2,17
19.89,30.39,716.0,0,15,2,17
19.89,30.39,715.33,0,16,2,17
19.89,30.39,712.5,0,17,2,17
19.89,30.39,722.0,0,18,2,17
19.89,30.39,723.0,0,19,2,17
20.0,30.39,719.0,0,19,2,17
19.89,30.39,731.5,0,21,2,17
19.96,30.39,721.33,0,22,2,17
19.89,30.39,719.0,0,23,2,17
19.94,30.39,714.5,0,23,2,17
19.94,30.39,717.0,0,25,2,17
19.89,30.39,714.0,0,25,2,17
19.94,30.39,712.0,0,26,2,17
20.0,30.39,711.0,0,28,2,17
19.93,30.35667,713.33,0,29,2,17
19.89,30.39,718.5,0,30,2,17
19.89,30.39,714.67,0,31,2,17
19.94,30.39,715.0,0,31,2,17
19.94,30.39,718.5,0,32,2,17
20.0,30.29,719.0,0,34,2,17
20.0,30.29,717.5,0,35,2,17
20.0,30.29,714.5,0,36,2,17
20.0,30.29,712.0,0,37,2,17
20.0,30.29,710.67,0,38,2,17
20.0,30.29,721.0,0,38,2,17
20.0,30.39,722.67,0,39,2,17
19.89,30.39,717.0,0,41,2,17
20.0,30.39,716.0,0,42,2,17
20.0,30.34,714.0,0,43,2,17
20.0,30.39,721.5,0,44,2,17
20.0,30.39,715.5,0,44,2,17
19.94,30.39,713.0,0,45,2,17
19.94,30.39,707.0,0,47,2,17
20.0,30.39,716.0,0,48,2,17
20.0,30.39,712.0,0,49,2,17
20.0,30.39,713.0,0,50,2,17
19.89,30.445,715.0,0,51,2,17
19.94,30.445,719.0,0,51,2,17
19.89,30.5,722.0,0,53,2,17
19.89,30.5,722.0,0,54,2,17
19.89,30.5,721.33,0,55,2,17
19.89,30.53333,716.67,0,55,2,17
19.89,30.6,715.0,0,57,2,17
19.89,30.6,713.0,0,57,2,17
19.89,30.53333,722.33,0,58,2,17
19.94,30.6,721.5,0,0,3,17
19.89,30.55,720.5,0,1,3,17
19.94,30.55,719.0,0,2,3,17
20.0,30.5,718.0,0,3,3,17
20.0,30.5,722.0,0,4,3,17
20.0,30.445,718.5,0,4,3,17
20.0,30.39,724.0,0,6,3,17
20.05,30.39,727.0,0,7,3,17
20.1,30.39,725.5,0,8,3,17
20.0,30.29,724.0,0,8,3,17
20.1,30.39,719.5,0,10,3,17
20.1,30.39,719.0,0,10,3,17
20.1,30.39,722.0,0,11,3,17
20.08,30.34,723.67,0,13,3,17
20.0,30.39,723.0,0,14,3,17
20.05,30.39,724.5,0,15,3,17
20.0,30.39,727.0,0,16,3,17
20.0,30.46333,724.33,0,16,3,17
20.0,30.5,718.0,0,17,3,17
20.0,30.5,716.5,0,19,3,17
20.0,30.5,718.0,0,20,3,17
20.0,30.55,721.67,0,21,3,17
19.94,30.6,721.0,0,22,3,17
20.0,30.5,721.5,0,23,3,17
20.05,30.445,724.0,0,23,3,17
20.1,30.5,719.0,0,24,3,17
20.1,30.5,720.0,0,26,3,17
20.1,30.5,725.0,0,27,3,17
20.1,30.55,719.5,0,28,3,17
20.07,30.53333,716.33,0,29,3,17
20.0,30.5,725.5,0,29,3,17
20.0,30.5,727.5,0,30,3,17
20.0,30.5,728.0,0,32,3,17
20.0,30.55,724.0,0,33,3,17
20.0,30.56667,725.67,0,34,3,17
20.0,30.55,722.5,0,35,3,17
20.03,30.56667,726.67,0,36,3,17
20.05,30.6,722.0,0,36,3,17
20.0,30.5,724.0,0,38,3,17
20.1,30.6,724.0,0,39,3,17
20.1,30.5,723.5,0,40,3,17
20.1,30.5,725.5,0,40,3,17
20.1,30.55,724.5,0,42,3,17
20.1,30.6,727.5,0,42,3,17
20.2,30.6,726.0,0,43,3,17
20.1,30.5,728.0,0,45,3,17
20.13,30.5,721.67,0,46,3,17
20.2,30.39,726.0,0,47,3,17
20.2,30.39,730.5,0,48,3,17
20.2,30.39,728.5,0,49,3,17
20.2,30.39,723.5,0,49,3,17
20.24,30.34,727.25,0,51,3,17
20.2,30.29,733.5,0,52,3,17
20.26,30.35667,728.33,0,53,3,17
20.24,30.395,727.5,0,53,3,17
20.29,30.39,726.0,0,55,3,17
20.24,30.445,730.0,0,55,3,17
20.23,30.42667,737.0,0,56,3,17
20.24,30.445,733.5,0,58,3,17
20.26,30.46333,736.67,0,59,3,17
20.2,30.39,731.5,0,0,4,17
20.2,30.39,731.0,0,1,4,17
20.29,30.445,726.5,0,1,4,17
20.29,30.39,732.0,0,2,4,17
20.29,30.39,733.33,0,4,4,17
20.34,30.39,733.5,0,5,4,17
20.39,30.34,730.0,0,6,4,17
20.39,30.39,725.0,0,7,4,17
20.39,30.29,734.0,0,8,4,17
20.39,30.29,735.0,0,8,4,17
20.34,30.39,732.0,0,9,4,17
20.24,30.445,727.5,0,11,4,17
20.2,30.39,728.5,0,12,4,17
20.29,30.5,726.33,0,13,4,17
20.29,30.5,728.0,0,14,4,17
20.34,30.39,731.5,0,14,4,17
20.39,30.42667,735.0,0,15,4,17
20.39,30.39,732.5,0,17,4,17
20.39,30.39,733.0,0,18,4,17
20.39,30.39,733.0,0,19,4,17
20.43,30.39,730.67,0,20,4,17
20.39,30.29,733.0,0,21,4,17
20.39,30.39,734.0,0,21,4,17
20.39,30.315,735.5,0,23,4,17
20.39,30.29,733.0,0,24,4,17
20.44,30.34,728.5,0,25,4,17
20.39,30.29,729.0,0,25,4,17
20.39,30.29,732.0,0,27,4,17
20.46,30.32333,738.67,0,27,4,17
20.5,30.29,738.0,0,28,4,17
20.5,30.34,736.5,0,30,4,17
20.5,30.29,741.0,0,31,4,17
20.5,30.34,741.0,0,32,4,17
20.5,30.39,736.0,0,33,4,17
20.43,30.32333,734.33,0,34,4,17
20.39,30.39,731.0,0,34,4,17
20.39,30.39,737.5,0,36,4,17
20.39,30.445,726.5,0,37,4,17
20.34,30.5,733.0,0,38,4,17
20.39,30.5,729.0,0,38,4,17
20.39,30.5,735.5,0,40,4,17
20.36,30.5,734.33,0,40,4,17
20.39,30.5,735.0,0,41,4,17
20.39,30.445,741.0,0,43,4,17
20.39,30.39,742.5,0,44,4,17
20.39,30.42667,741.33,0,45,4,17
20.39,30.445,735.5,0,46,4,17
20.39,30.39,730.5,0,46,4,17
20.39,30.39,732.0,0,47,4,17
20.39,30.39,733.0,0,49,4,17
20.39,30.39,736.25,0,50,4,17
20.5,30.39,738.33,0,51,4,17
20.47,30.365,741.75,0,52,4,17
20.5,30.39,735.5,0,53,4,17
20.5,30.39,738.5,0,53,4,17
20.5,30.39,738.0,0,54,4,17
20.5,30.39,738.0,0,56,4,17
20.5,30.39,737.5,0,57,4,17
20.5,30.29,735.0,0,58,4,17
20.5,30.29,735.5,0,59,4,17
20.5,30.29,741.5,0,59,4,17
20.5,30.29,737.5,0,0,5,17
20.5,30.29,735.67,0,2,5,17
20.5,30.29,737.5,0,3,5,17
20.5,30.29,738.0,0,4,5,17
20.5,30.29,740.5,0,5,5,17
20.5,30.29,738.5,0,6,5,17
20.5,30.29,739.5,0,6,5,17
20.5,30.29,739.5,0,8,5,17
20.5,30.245,739.5,0,9,5,17
20.5,30.2,741.0,0,10,5,17
20.5,30.2,734.0,0,10,5,17
20.53,30.29,739.33,0,12,5,17
20.55,30.29,736.0,0,12,5,17
20.6,30.245,743.5,0,13,5,17
20.57,30.23,744.67,0,15,5,17
20.6,30.29,745.0,0,16,5,17
20.6,30.2,746.0,0,17,5,17
20.55,30.2,744.0,0,18,5,17
20.5,30.23,732.67,0,19,5,17
20.5,30.29,734.0,0,19,5,17
20.55,30.245,742.0,0,21,5,17
20.5,30.26,739.67,0,22,5,17
20.5,30.29,739.33,0,23,5,17
20.5,30.29,733.5,0,23,5,17
20.5,30.29,735.0,0,25,5,17
20.5,30.29,740.5,0,25,5,17
20.5,30.39,738.75,0,26,5,17
20.5,30.39,744.0,0,28,5,17
20.5,30.39,742.0,0,29,5,17
20.5,30.39,741.67,0,30,5,17
20.39,30.34,739.5,0,31,5,17
20.39,30.39,735.67,0,31,5,17
20.39,30.39,730.0,0,32,5,17
20.39,30.39,731.0,0,34,5,17
20.39,30.445,729.5,0,35,5,17
20.39,30.5,733.0,0,36,5,17
20.39,30.5,732.0,0,37,5,17
20.39,30.5,734.75,0,38,5,17
20.39,30.5,738.0,0,38,5,17
20.29,30.5,738.0,0,39,5,17
20.34,30.5,738.5,0,41,5,17
20.39,30.5,737.33,0,42,5,17
20.39,30.5,739.0,0,43,5,17
20.39,30.5,739.0,0,44,5,17
20.34,30.5,735.5,0,44,5,17
20.29,30.5,736.5,0,45,5,17
20.29,30.6,732.67,0,47,5,17
20.29,30.6,732.33,0,48,5,17
20.29,30.63333,726.0,0,49,5,17
20.2,30.55,736.5,0,50,5,17
20.2,30.6,746.5,0,51,5,17
20.2,30.6,750.0,0,51,5,17
20.2,30.6,749.5,0,53,5,17
20.26,30.66667,743.67,0,54,5,17
20.26,30.66667,742.0,0,55,5,17
20.2,30.6,736.33,0,55,5,17
20.23,30.63333,736.0,0,57,5,17
20.2,30.6,740.0,0,57,5,17
20.27,30.675,744.75,0,58,5,17
20.24,30.65,743.0,0,0,6,17
20.29,30.6,748.5,0,1,6,17
20.29,30.5,749.0,0,2,6,17
20.29,30.5,744.0,0,3,6,17
20.34,30.5,740.75,0,4,6,17
20.36,30.5,745.33,0,4,6,17
20.39,30.5,748.5,0,6,6,17
20.39,30.5,735.5,0,7,6,17
20.39,30.5,734.0,0,8,6,17
20.39,30.5,734.0,0,8,6,17
20.39,30.5,734.0,0,10,6,17
20.36,30.5,746.5,0,10,6,17
20.39,30.5,749.67,0,11,6,17
20.39,30.5,745.5,0,13,6,17
20.39,30.5,744.0,0,14,6,17
20.39,30.445,746.0,0,15,6,17
20.39,30.39,743.0,0,16,6,17
20.39,30.39,747.0,0,16,6,17
20.39,30.39,743.67,0,17,6,17
20.39,30.39,744.33,0,19,6,17
20.39,30.39,750.5,0,20,6,17
20.39,30.39,748.0,0,21,6,17
20.39,30.35667,755.0,0,22,6,17
20.39,30.29,749.0,0,23,6,17
20.39,30.39,749.0,0,23,6,17
20.5,30.39,749.0,0,24,6,17
20.44,30.34,751.0,0,26,6,17
20.5,30.39,751.0,0,27,6,17
20.39,30.39,752.5,0,28,6,17
20.39,30.39,752.0,0,29,6,17
20.5,30.39,751.0,0,29,6,17
20.5,30.39,748.5,0,30,6,17
20.5,30.39,751.5,0,32,6,17
20.5,30.39,748.5,0,33,6,17
20.5,30.39,752.0,0,34,6,17
20.5,30.39,754.5,0,35,6,17
20.5,30.39,749.67,0,36,6,17
20.5,30.39,750.5,0,36,6,17
20.5,30.39,754.0,0,38,6,17
20.5,30.39,752.67,0,39,6,17
20.5,30.39,749.5,0,40,6,17
20.5,30.39,747.33,0,40,6,17
20.5,30.39,748.0,0,42,6,17
20.5,30.39,751.5,0,42,6,17
20.5,30.39,762.0,0,43,6,17
20.5,30.39,761.67,0,45,6,17
20.5,30.39,753.0,0,46,6,17
20.5,30.39,765.0,0,47,6,17
20.5,30.34,765.5,0,48,6,17
20.53,30.35667,762.0,0,49,6,17
20.5,30.39,754.0,0,49,6,17
20.6,30.39,755.0,0,51,6,17
20.53,30.35667,753.33,0,52,6,17
20.5,30.39,753.0,0,53,6,17
20.6,30.39,752.0,0,53,6,17
20.6,30.34,753.5,0,55,6,17
20.6,30.29,759.5,0,55,6,17
20.55,30.29,762.0,0,56,6,17
20.55,30.29,758.0,0,58,6,17
20.6,30.29,758.5,0,59,6,17
20.6,30.29,763.0,0,0,7,17
20.6,30.29,765.0,0,1,7,17
20.6,30.29,758.5,0,1,7,17
20.6,30.29,756.5,0,2,7,17
20.6,30.245,760.0,0,4,7,17
20.6,30.2,758.0,0,5,7,17
20.65,30.245,759.5,0,6,7,17
20.67,30.26,758.67,0,7,7,17
20.7,30.2,766.0,0,8,7,17
20.67,30.26,762.33,0,8,7,17
20.6,30.2,761.5,0,9,7,17
20.65,30.2,762.0,0,11,7,17
20.7,30.2,763.5,0,12,7,17
20.7,30.2,760.0,0,13,7,17
20.6,30.2,761.0,0,14,7,17
20.7,30.2,768.0,0,14,7,17
20.7,30.2,768.0,0,15,7,17
20.67,30.2,768.0,0,17,7,17
20.7,30.2,768.67,0,18,7,17
20.7,30.2,771.0,0,19,7,17
20.7,30.2,768.5,0,20,7,17
20.7,30.2,761.67,0,21,7,17
20.7,30.2,762.5,0,21,7,17
20.7,30.2,763.0,0,23,7,17
20.7,30.2,765.5,0,24,7,17
20.67,30.2,769.0,0,25,7,17
20.7,30.2,769.5,0,25,7,17
20.7,30.23,768.33,0,27,7,17
20.7,30.2,768.5,0,27,7,17
20.7,30.2,771.0,0,28,7,17
20.7,30.2,770.5,0,30,7,17
20.7,30.29,774.0,0,31,7,17
20.7,30.29,775.0,0,32,7,17
20.7,30.26,776.67,0,33,7,17
20.7,30.245,773.5,0,34,7,17
20.7,30.29,771.0,0,34,7,17
20.6,30.2,771.0,0,36,7,17
20.7,30.29,776.0,0,37,7,17
20.7,30.29,774.5,0,38,7,17
20.67,30.26,770.67,0,38,7,17
20.7,30.29,772.0,0,40,7,17
20.7,30.29,773.0,0,40,7,17
20.6,30.2,773.0,0,41,7,17
20.7,30.29,770.5,0,43,7,17
20.7,30.29,770.5,0,44,7,17
20.68,30.2675,773.0,0,45,7,17
20.7,30.245,782.5,0,46,7,17
20.65,30.245,778.5,0,46,7,17
20.65,30.245,770.0,0,47,7,17
20.7,30.29,774.5,0,49,7,17
20.65,30.29,774.5,0,50,7,17
20.65,30.34,775.5,0,51,7,17
20.6,30.29,778.0,0,52,7,17
20.7,30.39,772.33,0,53,7,17
20.6,30.29,773.0,0,53,7,17
20.6,30.29,775.0,0,54,7,17
20.7,30.39,780.0,0,56,7,17
20.6,30.29,780.0,0,57,7,17
20.6,30.29,782.5,0,58,7,17
20.63,30.32333,781.67,0,59,7,17
20.6,30.39,776.5,0,59,7,17
20.6,30.39,774.5,0,0,8,17
20.6,30.39,773.0,0,2,8,17
20.6,30.39,773.0,0,3,8,17
20.6,30.39,782.0,0,4,8,17
20.6,30.39,784.5,0,5,8,17
20.6,30.39,782.0,0,6,8,17
20.6,30.39,781.33,0,6,8,17
20.7,30.5,783.0,0,8,8,17
20.6,30.39,790.67,0,9,8,17
20.6,30.39,789.67,0,10,8,17
20.6,30.39,787.0,0,10,8,17
20.6,30.39,783.33,0,12,8,17
20.6,30.39,781.5,0,12,8,17
20.6,30.39,779.5,0,13,8,17
20.6,30.39,779.0,0,15,8,17
20.6,30.39,788.0,0,16,8,17
20.6,30.39,789.0,0,17,8,17
20.6,30.39,785.0,0,18,8,17
